Id,Class
812,1
813,1
814,1
815,1
816,0
817,0
818,0
819,5
820,5
821,5
822,5
823,8
824,5
825,7
826,7
827,7
828,9
829,9
830,9
831,2
832,2
833,2
834,4
835,4
836,1
837,5
838,5
839,5
840,2
841,7
842,2
843,7
844,7
845,7
846,0
847,0
848,0
849,2
850,2
851,2
852,5
853,4
854,5
855,6
856,0
857,6
858,3
859,3
860,3
861,7
862,7
863,7
864,1
865,1
866,1
867,2
868,2
869,2
870,9
871,9
872,9
873,3
874,1
875,1
876,7
877,7
878,7
879,1
880,1
881,1
882,9
883,9
884,9
885,2
886,2
887,4
888,8
889,8
890,8
891,5
892,5
893,4
894,7
895,7
896,7
897,1
898,1
899,1
900,5
901,5
902,5
903,9
904,9
905,9
906,8
907,8
908,8
909,7
910,7
911,7
912,2
913,2
914,2
915,4
916,4
917,4
918,4
919,4
920,4
921,3
922,3
923,3
924,6
925,6
926,6
927,3
928,3
929,3
930,0
931,0
932,0
933,1
934,1
935,1
936,1
937,1
938,1
939,9
940,9
941,9
942,8
943,8
944,8
945,8
946,8
947,8
948,5
949,5
950,5
951,8
952,8
953,8
954,8
955,8
956,8
957,5
958,5
959,5
960,4
961,5
962,4
963,5
964,5
965,5
966,4
967,6
968,4
969,3
970,3
971,3
972,0
973,0
974,0
975,0
976,0
977,0
978,2
979,2
980,2
981,1
982,1
983,1
984,1
985,1
986,1
987,0
988,0
989,3
990,4
991,4
992,4
993,2
994,8
995,8
996,5
997,5
998,5
999,7
1000,7
1001,7
1002,5
1003,5
1004,5
1005,5
1006,5
1007,5
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,5
1015,5
1016,5
1017,0
1018,0
1019,0
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,7
1027,7
1028,7
1029,2
1030,2
1031,2
1032,2
1033,8
1034,8
1035,0
1036,0
1037,0
1038,4
1039,5
1040,4
1041,2
1042,2
1043,2
1044,8
1045,8
1046,8
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,3
1054,3
1055,3
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,0
1063,0
1064,0
1065,7
1066,7
1067,7
1068,7
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,1
1076,1
1077,0
1078,0
1079,0
1080,4
1081,4
1082,4
1083,2
1084,2
1085,2
1086,2
1087,2
1088,2
1089,9
1090,9
1091,9
1092,2
1093,2
1094,2
1095,7
1096,7
1097,7
1098,7
1099,7
1100,7
1101,2
1102,2
1103,2
1104,2
1105,2
1106,2
1107,0
1108,5
1109,5
1110,6
1111,6
1112,4
1113,0
1114,0
1115,0
1116,1
1117,1
1118,1
1119,8
1120,8
1121,8
1122,1
1123,3
1124,3
1125,8
1126,8
1127,3
1128,7
1129,7
1130,7
1131,0
1132,0
1133,0
1134,8
1135,8
1136,8
1137,1
1138,1
1139,1
1140,2
1141,2
1142,2
1143,0
1144,0
1145,0
1146,1
1147,1
1148,1
1149,3
1150,3
1151,3
1152,8
1153,2
1154,8
1155,8
1156,8
1157,8
1158,7
1159,7
1160,7
1161,0
1162,1
1163,1
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,4
1171,4
1172,4
1173,1
1174,1
1175,1
1176,7
1177,7
1178,7
1179,2
1180,7
1181,7
1182,9
1183,9
1184,9
1185,8
1186,8
1187,8
1188,1
1189,1
1190,1
1191,8
1192,8
1193,8
1194,1
1195,1
1196,1
1197,2
1198,2
1199,8
1200,4
1201,4
1202,7
1203,8
1204,8
1205,8
1206,0
1207,0
1208,0
1209,1
1210,1
1211,1
1212,5
1213,5
1214,5
1215,5
1216,5
1217,5
1218,8
1219,8
1220,8
1221,7
1222,7
1223,7
1224,1
1225,1
1226,1
1227,2
1228,2
1229,2
1230,8
1231,8
1232,8
1233,7
1234,7
1235,7
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,0
1243,0
1244,0
1245,2
1246,2
1247,2
1248,9
1249,9
1250,9
1251,2
1252,2
1253,2
1254,6
1255,6
1256,6
1257,7
1258,7
1259,7
1260,2
1261,2
1262,8
1263,0
1264,1
1265,0
1266,5
1267,5
1268,5
1269,9
1270,9
1271,9
1272,7
1273,7
1274,7
1275,5
1276,8
1277,5
1278,3
1279,3
1280,3
1281,4
1282,4
1283,4
1284,8
1285,8
1286,8
1287,6
1288,6
1289,6
1290,6
1291,6
1292,6
1293,1
1294,1
1295,1
1296,7
1297,7
1298,7
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,3
1306,3
1307,3
1308,8
1309,8
1310,8
1311,0
1312,0
1313,0
1314,7
1315,7
1316,7
1317,5
1318,8
1319,8
1320,8
1321,8
1322,1
1323,8
1324,8
1325,8
1326,2
1327,2
1328,2
1329,9
1330,9
1331,9
1332,7
1333,7
1334,7
1335,1
1336,1
1337,1
1338,8
1339,8
1340,8
1341,0
1342,0
1343,0
1344,3
1345,3
1346,3
1347,9
1348,9
1349,9
1350,7
1351,2
1352,2
1353,1
1354,1
1355,1
1356,8
1357,8
1358,8
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,2
1366,2
1367,2
1368,2
1369,2
1370,2
1371,2
1372,2
1373,2
1374,0
1375,0
1376,0
1377,1
1378,1
1379,3
1380,2
1381,2
1382,2
1383,9
1384,9
1385,9
1386,8
1387,8
1388,8
1389,2
1390,2
1391,2
1392,0
1393,0
1394,0
1395,3
1396,5
1397,5
1398,5
1399,5
1400,5
1401,7
1402,7
1403,7
1404,2
1405,2
1406,8
1407,1
1408,1
1409,1
1410,0
1411,0
1412,0
1413,8
1414,8
1415,8
1416,3
1417,8
1418,8
1419,9
1420,9
1421,9
1422,3
1423,7
1424,7
1425,0
1426,0
1427,0
1428,8
1429,8
1430,8
1431,1
1432,1
1433,1
1434,8
1435,2
1436,8
1437,2
1438,2
1439,2
1440,0
1441,0
1442,0
1443,3
1444,3
1445,3
1446,8
1447,8
1448,8
1449,7
1450,4
1451,7
1452,2
1453,2
1454,2
1455,4
1456,4
1457,4
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,6
1465,6
1466,6
1467,7
1468,7
1469,2
1470,3
1471,3
1472,3
1473,0
1474,0
1475,0
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,3
1483,3
1484,3
1485,4
1486,4
1487,7
1488,7
1489,7
1490,7
1491,6
1492,6
1493,6
1494,5
1495,5
1496,5
1497,9
1498,7
1499,7
1500,8
1501,8
1502,8
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,1
1510,1
1511,1
1512,5
1513,5
1514,5
1515,9
1516,9
1517,9
1518,0
1519,0
1520,0
1521,1
1522,3
1523,3
1524,8
1525,8
1526,8
1527,7
1528,7
1529,7
1530,2
1531,2
1532,2
1533,7
1534,7
1535,7
1536,2
1537,2
1538,2
1539,6
1540,6
1541,6
1542,1
1543,5
1544,5
1545,7
1546,7
1547,7
1548,0
1549,0
1550,0
1551,2
1552,2
1553,2
1554,2
1555,2
1556,2
1557,6
1558,6
1559,6
1560,1
1561,1
1562,1
1563,2
1564,2
1565,2
1566,0
1567,0
1568,0
1569,5
1570,5
1571,8
1572,3
1573,3
1574,3
1575,5
1576,4
1577,4
1578,0
1579,0
1580,0
1581,6
1582,6
1583,6
1584,8
1585,8
1586,8
1587,8
1588,8
1589,8
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,5
1597,0
1598,0
1599,2
1600,2
1601,2
1602,0
1603,0
1604,0
1605,8
1606,8
1607,8
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,0
1615,0
1616,0
1617,8
1618,5
1619,5
1620,8
1621,8
1622,8
1623,8
1624,8
1625,8
1626,7
1627,7
1628,7
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,2
1636,2
1637,2
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,6
1645,6
1646,6
1647,5
1648,5
1649,5
1650,7
1651,7
1652,7
1653,0
1654,0
1655,0
1656,6
1657,6
1658,6
1659,7
1660,7
1661,7
1662,5
1663,5
1664,5
1665,1
1666,1
1667,1
1668,4
1669,4
1670,4
1671,5
1672,5
1673,2
1674,8
1675,2
1676,8
1677,1
1678,1
1679,1
1680,8
1681,1
1682,5
1683,1
1684,1
1685,1
1686,0
1687,8
1688,0
1689,1
1690,5
1691,5
1692,1
1693,1
1694,1
1695,2
1696,2
1697,2
1698,5
1699,5
1700,1
1701,0
1702,0
1703,0
1704,9
1705,9
1706,9
1707,9
1708,9
1709,9
1710,8
1711,8
1712,8
1713,1
1714,1
1715,1
1716,3
1717,3
1718,3
1719,8
1720,8
1721,8
1722,6
1723,6
1724,6
1725,6
1726,6
1727,6
1728,2
1729,2
1730,2
1731,8
1732,1
1733,8
1734,7
1735,7
1736,7
1737,1
1738,1
1739,1
1740,5
1741,5
1742,5
1743,1
1744,1
1745,1
1746,3
1747,3
1748,3
1749,6
1750,6
1751,6
1752,5
1753,5
1754,5
1755,6
1756,6
1757,0
1758,1
1759,1
1760,1
1761,8
1762,2
1763,8
1764,9
1765,9
1766,9
1767,2
1768,2
1769,2
1770,8
1771,8
1772,8
1773,1
1774,1
1775,1
1776,8
1777,8
1778,8
1779,7
1780,7
1781,7
1782,8
1783,8
1784,8
1785,3
1786,3
1787,7
1788,1
1789,1
1790,1
1791,8
1792,8
1793,8
1794,1
1795,1
1796,1
1797,7
1798,7
1799,7
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,7
1813,7
1814,7
1815,8
1816,0
1817,5
1818,7
1819,8
1820,8
1821,8
1822,8
1823,8
1824,9
1825,8
1826,8
1827,2
1828,2
1829,2
1830,2
1831,2
1832,2
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,1
1845,3
1846,7
1847,7
1848,8
1849,8
1850,8
1851,8
1852,8
1853,8
1854,7
1855,7
1856,7
1857,2
1858,2
1859,2
1860,0
1861,0
1862,0
1863,3
1864,3
1865,3
1866,3
1867,3
1868,3
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,1
1877,1
1878,1
1879,0
1880,0
1881,8
1882,9
1883,8
1884,1
1885,8
1886,2
1887,3
1888,3
1889,3
1890,0
1891,0
1892,0
1893,4
1894,4
1895,4
1896,1
1897,1
1898,1
1899,7
1900,7
1901,7
1902,0
1903,0
1904,0
1905,1
1906,1
1907,1
1908,5
1909,5
1910,5
1911,3
1912,3
1913,3
1914,8
1915,8
1916,8
1917,4
1918,6
1919,5
1920,5
1921,4
1922,5
1923,0
1924,0
1925,0
1926,6
1927,6
1928,6
1929,8
1930,4
1931,0
1932,2
1933,2
1934,2
1935,5
1936,4
1937,5
1938,7
1939,7
1940,7
1941,5
1942,5
1943,5
1944,9
1945,9
1946,9
1947,8
1948,8
1949,8
1950,5
1951,5
1952,5
1953,0
1954,0
1955,0
1956,7
1957,7
1958,7
1959,1
1960,1
1961,1
1962,2
1963,7
1964,7
1965,2
1966,2
1967,2
1968,9
1969,9
1970,9
1971,6
1972,6
1973,6
1974,1
1975,1
1976,0
1977,7
1978,7
1979,0
1980,8
1981,8
1982,8
1983,1
1984,1
1985,1
1986,3
1987,3
1988,3
1989,2
1990,2
1991,2
1992,8
1993,8
1994,8
1995,8
1996,5
1997,5
1998,7
1999,7
2000,7
2001,8
2002,8
2003,8
2004,9
2005,9
2006,9
2007,2
2008,2
2009,2
2010,1
2011,1
2012,1
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0
2023,1
2024,1
2025,0
2026,0
2027,0
2028,3
2029,7
2030,7
2031,4
2032,2
2033,2
2034,2
2035,2
2036,2
2037,5
2038,5
2039,5
2040,0
2041,0
2042,0
2043,7
2044,7
2045,7
2046,3
2047,3
2048,3
2049,2
2050,2
2051,2
2052,8
2053,8
2054,8
2055,7
2056,7
2057,7
2058,5
2059,5
2060,5
2061,1
2062,1
2063,1
2064,4
2065,4
2066,4
2067,5
2068,5
2069,5
2070,1
2071,1
2072,1
2073,3
2074,3
2075,3
2076,7
2077,7
2078,7
2079,0
2080,0
2081,0
2082,5
2083,5
2084,5
2085,2
2086,2
2087,2
2088,9
2089,9
2090,9
2091,9
2092,8
2093,8
2094,8
2095,8
2096,8
2097,0
2098,0
2099,0
2100,2
2101,2
2102,2
2103,2
2104,2
2105,2
2106,1
2107,1
2108,1
2109,7
2110,7
2111,7
2112,3
2113,3
2114,3
2115,8
2116,0
2117,8
2118,9
2119,9
2120,9
2121,5
2122,5
2123,2
2124,7
2125,7
2126,7
2127,7
2128,7
2129,7
2130,1
2131,1
2132,1
2133,4
2134,4
2135,4
2136,9
2137,9
2138,9
2139,9
2140,9
2141,9
2142,9
2143,9
2144,9
2145,8
2146,8
2147,8
2148,7
2149,7
2150,7
2151,0
2152,0
2153,0
2154,2
2155,2
2156,2
2157,0
2158,0
2159,0
2160,2
2161,2
2162,2
2163,8
2164,8
2165,8
2166,2
2167,2
2168,2
2169,2
2170,2
2171,2
2172,3
2173,3
2174,3
2175,1
2176,1
2177,1
2178,2
2179,2
2180,2
2181,7
2182,7
2183,7
2184,0
2185,0
2186,0
2187,2
2188,2
2189,2
2190,3
2191,3
2192,3
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,3
2200,3
2201,3
2202,2
2203,2
2204,2
2205,2
2206,2
2207,2
2208,5
2209,8
2210,8
2211,1
2212,1
2213,1
2214,8
2215,8
2216,8
2217,8
2218,8
2219,8
2220,6
2221,6
2222,6
2223,2
2224,2
2225,2
2226,8
2227,8
2228,8
2229,1
2230,1
2231,1
2232,7
2233,3
2234,3
2235,2
2236,2
2237,2
2238,8
2239,8
2240,8
2241,2
2242,2
2243,2
2244,7
2245,7
2246,7
2247,8
2248,8
2249,8
2250,1
2251,1
2252,1
2253,9
2254,8
2255,8
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,8
2266,8
2267,8
2268,5
2269,5
2270,5
2271,6
2272,6
2273,6
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,7
2284,7
2285,7
2286,5
2287,8
2288,8
2289,3
2290,7
2291,7
2292,0
2293,0
2294,0
2295,9
2296,9
2297,9
2298,3
2299,3
2300,3
2301,2
2302,2
2303,2
2304,2
2305,2
2306,2
2307,2
2308,2
2309,2
2310,1
2311,9
2312,9
2313,2
2314,2
2315,2
2316,1
2317,1
2318,3
2319,1
2320,1
2321,1
2322,2
2323,2
2324,2
2325,1
2326,3
2327,3
2328,1
2329,1
2330,1
2331,2
2332,2
2333,2
2334,2
2335,2
2336,2
2337,8
2338,8
2339,8
2340,6
2341,6
2342,6
2343,0
2344,0
2345,0
2346,1
2347,1
2348,1
2349,0
2350,0
2351,0
2352,7
2353,2
2354,7
2355,7
2356,7
2357,7
2358,7
2359,7
2360,7
2361,2
2362,7
2363,7
2364,9
2365,9
2366,9
2367,9
2368,9
2369,9
2370,1
2371,1
2372,1
2373,2
2374,2
2375,2
2376,2
2377,2
2378,2
2379,1
2380,1
2381,1
2382,5
2383,1
2384,5
2385,3
2386,3
2387,3
2388,3
2389,3
2390,3
2391,6
2392,6
2393,6
2394,0
2395,0
2396,0
2397,8
2398,7
2399,8
2400,1
2401,1
2402,1
2403,8
2404,8
2405,5
2406,6
2407,4
2408,6
2409,8
2410,8
2411,2
2412,2
2413,2
2414,2
2415,0
2416,0
2417,0
2418,2
2419,2
2420,7
2421,5
2422,5
2423,5
2424,4
2425,1
2426,0
2427,2
2428,2
2429,2
2430,1
2431,5
2432,1
2433,3
2434,3
2435,3
2436,3
2437,1
2438,3
2439,0
2440,0
2441,0
2442,1
2443,1
2444,1
2445,3
2446,8
2447,3
2448,0
2449,0
2450,0
2451,1
2452,1
2453,9
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,5
2461,8
2462,5
2463,3
2464,7
2465,3
2466,2
2467,8
2468,5
2469,6
2470,6
2471,6
2472,9
2473,9
2474,9
2475,0
2476,0
2477,0
2478,2
2479,2
2480,2
2481,9
2482,9
2483,9
2484,7
2485,7
2486,7
2487,5
2488,5
2489,5
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,1
2497,1
2498,1
2499,6
2500,9
2501,9
2502,9
2503,1
2504,1
2505,7
2506,7
2507,2
2508,7
2509,7
2510,2
2511,1
2512,1
2513,1
2514,0
2515,0
2516,0
2517,9
2518,9
2519,9
2520,4
2521,4
2522,4
2523,7
2524,7
2525,7
2526,5
2527,5
2528,5
2529,5
2530,5
2531,5
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,6
2539,6
2540,6
2541,0
2542,0
2543,0
2544,1
2545,1
2546,1
2547,2
2548,2
2549,2
2550,4
2551,4
2552,4
2553,7
2554,7
2555,7
2556,7
2557,7
2558,7
2559,8
2560,8
2561,8
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,0
2569,0
2570,0
2571,7
2572,2
2573,2
2574,5
2575,5
2576,5
2577,0
2578,8
2579,0
2580,7
2581,7
2582,7
2583,1
2584,1
2585,1
2586,8
2587,8
2588,8
2589,5
2590,5
2591,5
2592,8
2593,8
2594,8
2595,1
2596,1
2597,1
2598,8
2599,8
2600,8
2601,8
2602,5
2603,5
2604,2
2605,2
2606,2
2607,1
2608,1
2609,1
2610,2
2611,2
2612,2
2613,5
2614,5
2615,5
2616,6
2617,0
2618,6
2619,9
2620,9
2621,8
2622,1
2623,1
2624,1
2625,1
2626,1
2627,1
2628,9
2629,8
2630,8
2631,1
2632,0
2633,1
2634,4
2635,4
2636,4
2637,3
2638,3
2639,1
2640,1
2641,1
2642,1
2643,0
2644,0
2645,0
2646,2
2647,2
2648,2
2649,0
2650,5
2651,5
2652,1
2653,1
2654,1
2655,2
2656,5
2657,5
2658,7
2659,7
2660,7
2661,3
2662,3
2663,3
2664,7
2665,7
2666,7
2667,8
2668,5
2669,5
2670,7
2671,7
2672,7
2673,2
2674,2
2675,2
2676,1
2677,1
2678,1
2679,2
2680,2
2681,2
2682,5
2683,5
2684,5
2685,9
2686,9
2687,9
2688,1
2689,1
2690,1
2691,3
2692,3
2693,3
2694,3
2695,3
2696,3
2697,6
2698,6
2699,4
2700,7
2701,7
2702,7
2703,4
2704,8
2705,4
2706,8
2707,8
2708,8
2709,8
2710,9
2711,8
2712,9
2713,9
2714,9
2715,5
2716,5
2717,8
2718,1
2719,1
2720,1
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,6
2728,6
2729,6
2730,7
2731,7
2732,7
2733,3
2734,1
2735,1
2736,1
2737,1
2738,8
2739,2
2740,2
2741,2
2742,1
2743,1
2744,1
2745,2
2746,2
2747,2
2748,2
2749,2
2750,2
2751,1
2752,1
2753,1
2754,4
2755,4
2756,6
2757,1
2758,0
2759,0
2760,2
2761,2
2762,2
2763,6
2764,6
2765,6
2766,8
2767,8
2768,8
2769,8
2770,8
2771,8
2772,1
2773,1
2774,1
2775,2
2776,2
2777,2
2778,1
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,8
2786,1
2787,1
2788,1
2789,1
2790,6
2791,4
2792,4
2793,2
2794,2
2795,2
2796,1
2797,1
2798,1
2799,1
2800,0
2801,1
2802,1
2803,1
2804,1
2805,3
2806,3
2807,3
2808,7
2809,7
2810,7
2811,8
2812,8
2813,8
2814,0
2815,0
2816,0
2817,9
2818,9
2819,9
2820,2
2821,2
2822,2
2823,1
2824,1
2825,1
2826,5
2827,5
2828,5
2829,3
2830,3
2831,3
2832,8
2833,8
2834,8
2835,0
2836,0
2837,0
2838,2
2839,2
2840,2
2841,7
2842,7
2843,7
2844,0
2845,0
2846,0
2847,8
2848,8
2849,8
2850,1
2851,1
2852,1
2853,9
2854,9
2855,9
2856,0
2857,0
2858,0
2859,7
2860,7
2861,7
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,1
2873,1
2874,7
2875,7
2876,7
2877,9
2878,9
2879,9
2880,1
2881,1
2882,1
2883,6
2884,6
2885,6
2886,8
2887,8
2888,8
2889,3
2890,3
2891,3
2892,3
2893,2
2894,2
2895,5
2896,4
2897,4
2898,7
2899,7
2900,7
2901,1
2902,1
2903,1
2904,7
2905,7
2906,7
2907,8
2908,8
2909,8
2910,4
2911,4
2912,4
2913,5
2914,5
2915,8
2916,2
2917,2
2918,2
2919,3
2920,3
2921,3
2922,8
2923,8
2924,9
2925,9
2926,8
2927,9
2928,6
2929,6
2930,6
2931,8
2932,8
2933,8
2934,6
2935,6
2936,4
2937,1
2938,1
2939,1
2940,5
2941,5
2942,5
2943,7
2944,7
2945,7
2946,8
2947,8
2948,8
2949,7
2950,7
2951,7
2952,1
2953,0
2954,0
2955,3
2956,3
2957,1
2958,7
2959,7
2960,7
2961,8
2962,8
2963,8
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,9
2971,9
2972,9
2973,1
2974,0
2975,1
2976,7
2977,7
2978,7
2979,8
2980,8
2981,9
2982,8
2983,0
2984,6
2985,0
2986,1
2987,1
2988,9
2989,9
2990,9
2991,3
2992,3
2993,3
2994,8
2995,8
2996,9
